"","p0hat.SP","Sensitivity","Specificity","t"
"91",0.68087634127621,1,0.918367346938776,0.728000000002794
"92",0.659776152993707,1,0.897959183673469,1.7949999999837
"93",0.280541992588,1,0.357142857142857,8.95000000001164
"94",0.875404616849994,1,0.957894736842105,1.0339999999851
"95",0.813455935621286,1,0.957446808510638,1.0350000000326
"96",0.823131198102863,1,0.946236559139785,0.652000000001863
"97",0.84454578461299,1,0.916666666666667,6.88300000003073
"98",0.535786102504275,1,0.822916666666667,15.3679999999586
"99",0.788573100511994,1,0.938775510204082,4.47199999995064
"100",0.685555991768029,1,0.835164835164835,1.18299999996088
"101",0.845273827221423,1,0.978947368421053,1.34000000002561
"102",0.779203654697756,0.928571428571429,0.988372093023256,4.97899999999208
"103",0.554846311709504,1,0.888888888888889,6.65600000001723
"104",0.825112977088225,0.888888888888889,0.989010989010989,1.05799999996088
"105",0.72169750898267,1,0.903225806451613,1.34600000001956
"106",0.514417592019241,1,0.806451612903226,5.47599999996601
"107",0.365499674777602,1,0.467391304347826,5.9309999999823
"108",0.7995514767208,0.888888888888889,0.978021978021978,1.11799999995856
"109",0.809547750895697,1,0.967391304347826,0.926000000035856
"110",0.323701160658299,1,0.404494382022472,6.45699999999488
"111",0.576107969015582,1,0.659574468085106,6.78599999996368
"112",0.538578120025397,1,0.74468085106383,8.25099999998929
"113",0.807234250901391,1,0.988505747126437,0.561999999976251
"114",0.597195361684289,1,0.804347826086957,4.26900000002934
"115",0.804902113080217,1,0.965116279069767,3.68599999998696
"116",0.171897507263451,1,0.242105263157895,5.50199999997858
"117",0.786091536221507,1,0.943820224719101,4.05900000000838
"118",0.67453806155978,1,0.931034482758621,1.40900000004331
"119",0.69415606177683,1,0.941176470588235,1.60099999996601
"120",0.767547567490007,1,0.944444444444444,0.725999999966007
"121",0.82352416779611,1,0.978260869565217,0.878999999957159
"122",0.706747369486858,1,1,1.24400000000605
"123",0.478237560196956,1,0.71264367816092,7.24300000001676
"124",0.717619873471995,1,0.967741935483871,1.05200000002515
"125",0.392664282664684,1,0.511363636363636,12.4839999999967
"126",0.531212866458112,1,0.791208791208791,5.72299999999814
"127",0.70090959132907,0.909090909090909,0.98876404494382,12.4969999999739
"128",0.340329321824111,1,0.670212765957447,11.6219999999739
"129",0.544271367425336,1,0.894736842105263,9.82699999999022
"130",0.825938667098555,1,0.945652173913043,0.450000000011642
"131",0.776479315387404,1,0.967032967032967,0.673999999999069
"132",0.214304956538549,1,0.390804597701149,11.7199999999721
"133",0.399095309815114,1,0.529411764705882,8.45600000000559
"134",0.308904369871883,1,0.505376344086022,8.70299999997951
"135",0.377910384149757,1,0.521739130434783,9.7510000000475
"136",0.875121042147354,1,0.957446808510638,2.68800000002375
"137",0.338365697718047,1,0.758620689655172,7.98200000001816
"138",0.835839737681122,0.909090909090909,0.98876404494382,1.25500000000466
"139",0.740413852650319,1,0.922222222222222,1.20600000000559
"140",0.616927539341061,1,0.808988764044944,3.78100000001723
"141",0.621711678752573,1,0.877777777777778,1.75199999997858
"142",0.576966993925046,1,0.910112359550562,8.01199999998789
"143",0.623565830444191,1,0.890243902439024,1.86199999996461
"144",0.746672404124569,1,0.989010989010989,1.78800000000047
"145",0.681729497797904,1,0.897727272727273,6.48399999999674
"146",0.812299582787786,1,0.934782608695652,8.78599999996368
"147",0.610833406637971,1,0.722222222222222,10.1319999999832
"148",0.661711135801422,1,0.931818181818182,6.85999999998603
"149",0.575333109987487,1,0.898876404494382,13.7930000000051
"150",0.772999027116315,1,0.989130434782609,0.633999999961816
"151",0.689198465142417,1,0.901098901098901,1.07800000003772
"152",0.328759321919115,1,0.431818181818182,7.87699999997858
"153",0.435196258802249,1,0.714285714285714,7.26199999998789
"154",0.809891554305803,1,0.944444444444444,0.989000000001397
"155",0.850670565421623,1,0.988372093023256,0.960000000020955
"156",0.864704244929013,1,0.967032967032967,2.19800000003306
"157",0.656622271756353,1,0.852272727272727,1.18400000000838
"158",0.696139485037019,1,0.953488372093023,1.96799999999348
"159",0.756792759263681,1,0.977272727272727,1.13099999999395
"160",0.580248724613738,1,0.808988764044944,5.12400000001071
"161",0.660380303625492,1,0.965909090909091,0.782000000006519
"162",0.780716126086412,1,0.989010989010989,1.25099999998929
"163",0.721920514304094,1,0.955555555555556,0.908999999985099
"164",0.473905455746567,1,0.6875,12.1930000000284
"165",0.746653178144517,1,0.919540229885057,6.51299999997718
"166",0.724183571812904,0.944444444444444,1,1.08799999998882
"167",0.835749178210316,1,0.955056179775281,0.923999999999069
"168",0.763497313047201,1,0.921348314606742,0.580000000016298
"169",0.840154714089375,0.833333333333333,1,0.991999999969266
"170",0.274827524988755,1,0.41304347826087,11.1780000000144
"171",0.75837660906652,1,0.911111111111111,3.04099999996834
"172",0.782823290652079,1,0.956989247311828,0.380000000004657
"173",0.399131303908495,1,0.610526315789474,10.5999999999767
"174",0.808576058462363,1,0.966666666666667,2.57499999995343
"175",0.390528099975544,1,0.460674157303371,9.51800000004005
"176",0.56897958558534,1,0.898876404494382,3.08500000002095
"177",0.607250523401776,1,0.842696629213483,7.18500000005588
"178",0.661071449982528,1,0.860215053763441,3.95100000000093
"179",0.653866672960171,1,0.833333333333333,6.99700000003213
"180",0.231259779147973,1,0.303370786516854,13.625
"181",0.494884877014052,1,0.608695652173913,7.68599999998696
"182",0.784181263382409,1,0.965909090909091,1.0229999999865
"183",0.357991532469197,1,0.879120879120879,11.3479999999981
"184",0.629892829781638,1,0.905882352941176,10.3559999999707
"185",0.784559637821113,0.875,0.989130434782609,1.13900000002468
"186",0.648140143527752,0.909090909090909,0.943820224719101,1.9429999999702
"187",0.765147291537656,1,0.976470588235294,0.856000000028871
"188",0.622296976853098,1,0.963855421686747,1.35500000003958
"189",0.724386536706289,1,0.965909090909091,1.43699999997625
"190",0.727309265721789,1,0.989010989010989,1.51600000000326
"191",0.78528995841511,1,0.989583333333333,1.50500000000466
"192",0.698461804699053,1,0.769230769230769,6.375
"193",0.893026247710659,1,1,0.592000000004191
"194",0.79538494038164,0.888888888888889,0.978021978021978,0.573999999964144
"195",0.548562995035118,1,0.846153846153846,5.10300000000279
"196",0.871446454795436,0.818181818181818,1,1.76600000000326
"197",0.399522716018239,1,0.555555555555556,7.43400000000838
"198",0.734657542425902,1,0.989010989010989,1.55999999999767
"199",0.815969793850928,0.866666666666667,0.988235294117647,2.57900000002701
"200",0.617108507704333,1,0.875,1.25400000001537
"201",0.493373598227834,1,0.779220779220779,2.14000000001397
"202",0.65059545303692,1,0.9625,7.09799999999814
"203",0.665168323143563,1,0.875,1.50700000004144
"204",0.68211698817676,1,0.974025974025974,5.85800000000745
"205",0.60160810047643,1,0.858974358974359,3.69599999999627
"206",0.753238916446085,1,0.952941176470588,2.44199999998091
"207",0.618076064713873,1,0.9,1.38500000000931
"208",0.350302670574312,1,0.545454545454545,9.04200000001583
"209",0.517205251350263,1,0.881578947368421,4.62599999998929
"210",0.468278383186774,1,0.894117647058824,8.80300000001444
"211",0.598383745792974,1,0.924050632911392,2.57900000002701
"212",0.693514700316269,1,0.974025974025974,0.616000000038184
"213",0.714220244757659,0.933333333333333,1,4.96299999998882
"214",0.467558218001278,1,0.857142857142857,14.9439999999595
"215",0.722626319175008,0.944444444444444,0.975609756097561,0.707999999984168
"216",0.614060635187798,1,0.9125,1.7729999999865
"217",0.234271808225104,1,0.740740740740741,16.2140000000363
"218",0.634563821324177,1,0.939024390243902,1.62699999997858
"219",0.605741956562265,1,0.972222222222222,2.78499999997439
"220",0.748491299658417,1,0.987179487179487,6.35800000000745
"221",0.684065044194162,0.928571428571429,0.958333333333333,15.4079999999958
"222",0.820864111924079,1,1,4.98200000001816
"223",0.711618360877293,1,0.975,0.896000000007916
"224",0.597368185500319,1,0.883116883116883,4.17200000002049
"225",0.661335728504103,1,0.903614457831325,1.16799999994691
"226",0.669054699830976,1,0.919540229885057,0.833999999973457
"227",0.727059894540068,0.85,1,3.60600000002887
"228",0.37310772001197,1,0.488372093023256,13.2600000000093
"229",0.578017273555738,1,0.753086419753086,4.82600000000093
"230",0.539308201970455,1,0.835443037974684,1.31899999995949
"231",0.655295247312884,0.9375,0.964285714285714,1.18499999999767
"232",0.714292253969489,1,0.975308641975309,1.48099999997066
"233",0.477474350628155,1,0.802631578947368,15.8429999999935
"234",0.730737139617861,1,0.973333333333333,0.574000000022352
"235",0.761658060056453,1,1,6.04400000005262
"236",0.627612717068525,1,0.894736842105263,3.09200000000419
"237",0.777696004208247,0.916666666666667,0.977272727272727,1.44300000002841
"238",0.769580932644754,1,1,1.57199999998556
"239",0.51015570586014,1,0.883116883116883,1.64400000002934
"240",0.644417692011172,0.944444444444444,0.975609756097561,1.61800000001676
"241",0.35432280071604,1,0.439024390243902,12.164000000048
"242",0.743782576170673,0.95,0.9875,8.27000000001863
"243",0.690553859424171,1,0.987341772151899,0.848999999987427
"244",0.603242761966307,1,0.9375,1.28199999994831
"245",0.695590328827493,1,0.98780487804878,1.10700000001816
"246",0.564979399136937,1,0.901234567901235,7.75900000002002
"247",0.619709285546577,1,0.985915492957746,1.83799999998882
"248",0.467180594034921,1,0.92,1.94399999995949
"249",0.646720714130446,1,0.821428571428571,5.26299999997718
"250",0.695578806437209,0.9375,0.964285714285714,2.20100000000093
"251",0.571696944120239,1,0.804878048780488,11.0250000000233
"252",0.738162058975244,1,0.976744186046512,7.58199999999488
"253",0.629132997830234,1,0.945205479452055,1.11199999996461
"254",0.650881571265369,1,0.939759036144578,12.9079999999958
"255",0.709535905244098,1,0.891566265060241,5.65700000000652
"256",0.522048253831219,1,0.868421052631579,8.55900000000838
"257",0.676074877134786,1,0.925,1.11199999996461
"258",0.809988638820392,0.842105263157895,1,8.75500000000466
"259",0.660631193829979,1,0.952941176470588,1.08699999999953
"260",0.742784236997862,1,0.919540229885057,1.14899999997579
"261",0.792060972614494,1,0.966292134831461,0.98399999999674
"262",0.577425381750477,1,0.893939393939394,1.18700000003446
"263",0.769148723923598,1,0.988505747126437,0.940999999991618
"264",0.692097768913972,1,0.951219512195122,8.69199999998091
"265",0.632077946422484,1,0.839506172839506,7.54899999999907
"266",0.628040910163463,1,0.884615384615385,8.83199999999488
"267",0.691060909078582,1,0.963414634146341,1.59799999999814
"268",0.680810488440885,1,0.95,12.9720000000088
"269",0.382197604331762,1,0.518987341772152,8.07799999997951
"270",0.638983789158628,1,0.911392405063291,0.964999999967404
"271",0.644711207164489,1,0.988235294117647,1.22799999994459
"272",0.562522119395612,1,0.907894736842105,2.54700000002049
"273",0.711701497745249,1,0.95,1.30200000002515
"274",0.608452534980377,1,0.91358024691358,1.56599999999162
"275",0.301018562128731,1,0.486486486486487,11.2119999999995
"276",0.663646220846674,1,1,1.23999999999069
"277",0.689980572165122,1,0.951807228915663,0.989000000001397
"278",0.543471836448334,1,0.925,9.86699999996927
"279",0.490864893386391,1,0.973333333333333,19.1140000000014
"280",0.529228333585376,1,0.827160493827161,8.59600000001956
"281",0.739945930935313,1,1,0.972000000008848
"282",0.762355724300534,0.894736842105263,0.975308641975309,5.1929999999702
"283",0.576181920099273,1,0.88,9.41600000002654
"284",0.588217046248046,1,0.975308641975309,6.28200000000652
"285",0.646183889634076,1,0.903614457831325,1.01500000001397
"286",0.697408033781393,1,0.975308641975309,0.798999999999069
"287",0.602829084680547,1,0.92,10.4979999999632
"288",0.677390795073535,1,0.975308641975309,5.88400000002002
"289",0.414642156019174,1,0.625,4.28200000000652
"290",0.609577493574802,1,0.924050632911392,0.96999999997206
"291",0.591070841827281,1,0.9625,2.41200000001118
"292",0.697876470693033,0.947368421052632,0.950617283950617,6.69599999999627
"293",0.720484737768665,1,0.950617283950617,1.3979999999865
"294",0.515203254588045,1,0.611764705882353,10.0270000000019
"295",0.576233151880779,1,0.753086419753086,4.67300000000978
"296",0.486945560446398,1,0.802325581395349,9.76500000001397
"297",0.612251798004224,1,0.961038961038961,2.10300000000279
"298",0.372128084963147,1,0.513157894736842,9.20100000000093
"299",0.453084783306201,1,0.7375,2.10800000000745
"300",0.725768254122081,1,0.975609756097561,1.40599999995902
